City,Region,Country,AirQuality,WaterPollution
Springfield, Oregon,United States of America,25.0,50.0
Porto Alegre, Rio Grande do Sul,Brazil,54.66101694915254,59.25925925925925
Norman, Oklahoma,United States of America,100.0,25.0
Buffalo, New York,United States of America,77.08333333333333,36.95652173913043
San Fernando, Ilocos Region,Philippines,37.5,87.5
Tacloban, ,Philippines,75.0,70.0
Bursa, Bursa Province,Turkey,55.76923076923077,37.5
Benghazi, ,Libya,50.0,58.333333333333336
Tampere, ,Finland,86.60714285714286,13.541666666666668
Carson City, Nevada,United States of America,100.0,50.0
Nancy, ,France,47.22222222222222,35.0
Honiara, ,Solomon Islands,39.0625,84.72222222222221
Topeka, Kansas,United States of America,81.25,56.25
Raleigh, North Carolina,United States of America,84.44444444444444,31.25
Aleppo, Aleppo Governorate,Syria,25.0,55.00000000000001
Caen, ,France,81.25,31.25
Bydgoszcz, Kuyavian-Pomeranian Voivodeship,Poland,34.523809523809526,42.64705882352941
Nottingham, England,United Kingdom,54.6875,38.63636363636363
Ulsan, ,South Korea,27.500000000000004,37.5
Linz, Upper Austria,Austria,61.76470588235294,27.500000000000004
St. George's, Saint George Parish,Grenada,55.00000000000001,25.0
Thoothukudi, Tamil Nadu,India,50.0,50.0
Mykolaiv, Mykolaiv Oblast,Ukraine,50.0,75.0
Amiens, ,France,75.0,37.5
Haifa, Haifa District,Israel,17.96875,54.629629629629626
Castries, Castries Quarter,Saint Lucia,70.83333333333334,33.333333333333336
Klagenfurt, Carinthia,Austria,71.42857142857143,16.666666666666668
Kansas City, Missouri,United States of America,76.74418604651163,44.51219512195122
Beersheba, Southern District,Israel,29.166666666666664,21.875
Reims, ,France,81.25,18.75
Sri Jayawardenepura Kotte, Western Province,Sri Lanka,75.0,75.0
Talcahuano, Biobio Region,Chile,33.333333333333336,0.0
Szombathely, Vas County,Hungary,100.0,50.0
Isfahan, Isfahan Province,Iran,35.15625,44.0
Gangneung, Gangwon Province,South Korea,25.0,50.0
Geoje, South Gyeongsang,South Korea,37.5,50.0
Gwangyang, South Jeolla,South Korea,0.0,100.0
Gwangju, Gyeonggi Province,South Korea,41.66666666666667,0.0
Gumi, North Gyeongsang Province,South Korea,25.0,50.0
Gunsan, North Jeolla Province,South Korea,12.5,50.0
Gimcheon, North Gyeongsang Province,South Korea,25.0,50.0
Mokpo, South Jeolla,South Korea,37.5,50.0
Gyeongju, North Gyeongsang Province,South Korea,25.0,50.0
Bucheon, Gyeonggi Province,South Korea,9.999999999999998,0.0
Seosan, South Chungcheong Province,South Korea,37.5,50.0
Seongnam, Gyeonggi Province,South Korea,12.5,50.0
Andong, North Gyeongsang Province,South Korea,25.0,50.0
Ansan, Gyeonggi Province,South Korea,33.333333333333336,25.0
Anyang, Gyeonggi Province,South Korea,7.500000000000001,58.333333333333336
Yeosu, South Jeolla,South Korea,25.0,50.0
Wonju, Gangwon Province,South Korea,12.5,50.0
Uijeongbu, Gyeonggi Province,South Korea,25.0,50.0
Icheon, Gyeonggi Province,South Korea,0.0,100.0
Jeonju, North Jeolla Province,South Korea,19.444444444444443,100.0
Jeju, Jeju Province,South Korea,50.0,60.71428571428571
Jecheon, North Chungcheong Province,South Korea,12.5,50.0
Cheonan, South Chungcheong Province,South Korea,25.0,50.0
Cheongju, North Chungcheong Province,South Korea,7.142857142857145,50.0
Chuncheon, Gangwon Province,South Korea,31.25,12.5
Pyeongtaek, Gyeonggi Province,South Korea,0.0,75.0
Pohang, North Gyeongsang Province,South Korea,43.75,37.5
Clermont-Ferrand, ,France,80.55555555555556,15.000000000000002
Kharkiv, Kharkiv Oblast,Ukraine,52.05882352941177,58.73493975903615
Sheffield, England,United Kingdom,70.23809523809523,27.94117647058824
York, England,United Kingdom,81.81818181818181,18.75
Suzhou, Jiangsu,People's Republic of China,21.96969696969697,73.21428571428572
Wenzhou, Zhejiang,People's Republic of China,9.999999999999998,75.0
Wuxi, Jiangsu,People's Republic of China,12.5,87.5
Huzhou, Zhejiang,People's Republic of China,4.999999999999999,100.0
Shaoxing, Zhejiang,People's Republic of China,0.0,50.0
Saint-Etienne, ,France,90.0,0.0
Olympia, Washington,United States of America,87.5,18.75
Palikir, Pohnpei State,Federated States of Micronesia,100.0,100.0
Santiago de los Caballeros, Santiago Province,Dominican Republic,35.0,66.66666666666666
Ningbo, Zhejiang,People's Republic of China,20.3125,75.0
Belo Horizonte, Minas Gerais,Brazil,51.171875,47.45762711864407
Nimes, ,France,75.0,50.0
Le Havre, ,France,75.0,25.0
Agra, Uttar Pradesh,India,23.61111111111111,69.82758620689656
Harbin, Heilongjiang,People's Republic of China,14.285714285714285,57.49999999999999
Donetsk, Donetsk Oblast,Ukraine,20.0,65.0
Aigle, Canton of Vaud,Switzerland,75.0,25.0
Cincinnati, Ohio,United States of America,57.57575757575758,43.103448275862064
Omaha, Nebraska,United States of America,78.57142857142857,32.35294117647059
Fresno, California,United States of America,21.250000000000004,78.125
Plymouth, England,United Kingdom,73.80952380952381,23.61111111111111
Edirne, Edirne Province,Turkey,33.333333333333336,50.0
Richmond, Virginia,United States of America,73.17073170731707,27.631578947368418
Chandigarh, ,India,54.41176470588235,58.11688311688312
Plzen, ,Czech Republic,65.0,42.85714285714286
Fortaleza, Ceara,Brazil,66.66666666666666,56.94444444444444
Derby, England,United Kingdom,73.07692307692308,21.15384615384616
Guayaquil, Guayas Province,Ecuador,41.21621621621622,70.51282051282051
Cotonou, Littoral Department,Benin,25.0,100.0
Louisville, Kentucky,United States of America,56.060606060606055,38.793103448275865
Madison, Wisconsin,United States of America,86.76470588235294,40.32258064516129
Salem, Oregon,United States of America,87.5,17.857142857142854
Ketchikan, Alaska,United States of America,100.0,50.0
Trois-Rivieres, Quebec,Canada,82.14285714285714,0.0
Vaughan, Ontario,Canada,80.88235294117648,28.33333333333333
Markham, Ontario,Canada,89.58333333333333,17.708333333333332
La Plata, Buenos Aires Province,Argentina,40.90909090909091,63.63636363636363
Toulon, ,France,60.0,41.66666666666667
Brampton, Ontario,Canada,70.83333333333334,39.88095238095239
Cordoba, Cordoba Province,Argentina,35.0,58.333333333333336
Santa Rosa, La Pampa,Argentina,75.0,75.0
San Salvador de Jujuy, Province of Jujuy,Argentina,75.0,50.0
La Rioja, La Rioja Province,Argentina,100.0,50.0
Mendoza, Mendoza,Argentina,65.625,53.57142857142857
Viedma, Rio Negro Province,Argentina,100.0,75.0
San Luis, San Luis Province,Argentina,75.0,50.0
Santiago del Estero, Santiago del Estero Province,Argentina,75.0,25.0
Charleston, West Virginia,United States of America,95.0,50.0
Bugibba, ,Malta,40.0,65.0
Viljandi, Viljandi County,Estonia,100.0,37.5
Tulsa, Oklahoma,United States of America,75.0,38.63636363636363
Paide, Jarva County,Estonia,100.0,0.0
Monte Carlo, Commune of Monaco,Monaco,22.72727272727273,43.75
Trabzon, Trabzon Province,Turkey,27.77777777777778,25.0
Herat, Herat,Afghanistan,43.75,31.25
Coimbra, Coimbra,Portugal,82.35294117647058,41.17647058823529
Kandahar, Kandahar,Afghanistan,0.0,75.0
Limoges, ,France,100.0,0.0
Pecs, Baranya County,Hungary,62.5,25.0
Dunkirk, ,France,36.11111111111111,45.0
Gifu, Gifu Prefecture,Japan,62.5,50.0
Guelma, Annaba Province,Algeria,25.0,50.0
Sfax, Sfax Governorate,Tunisia,11.11111111111111,70.83333333333334
Suceava, Suceava County,Romania,71.875,37.5
Kavaje, Tirana County,Albania,100.0,75.0
Sendai, Miyagi Prefecture,Japan,87.5,25.0
Alcala de Henares, Community of Madrid,Spain,75.0,50.0
Espoo, Uusimaa,Finland,95.45454545454544,19.444444444444443
Saint-Denis, Reunion,France,75.0,50.0
Oulu, ,Finland,86.95652173913044,12.5
Santa Monica, California,United States of America,66.66666666666666,54.16666666666666
Hassan, Karnataka,India,68.18181818181819,60.71428571428571
Palo Alto, California,United States of America,56.25,50.0
Green Bay, Wisconsin,United States of America,63.888888888888886,50.0
Aix-en-Provence, ,France,78.57142857142857,50.0
Torun, Kuyavian-Pomeranian Voivodeship,Poland,37.5,42.85714285714286
Charleston, South Carolina,United States of America,75.0,57.692307692307686
Bariloche, Rio Negro Province,Argentina,83.33333333333333,41.66666666666667
Lucknow, Uttar Pradesh,India,25.666666666666664,72.82608695652173
Salford, England,United Kingdom,100.0,50.0
Basra, Basra Governorate,Iraq,27.083333333333336,72.91666666666666
Dover, New Hampshire,United States of America,100.0,50.0
Dnipro, Dnipropetrovsk Oblast,Ukraine,24.193548387096776,70.65217391304348
Nashua, New Hampshire,United States of America,87.5,0.0
Medellin, Antioquia Department,Colombia,23.901098901098894,38.23529411764706
Kobe, Hyogo Prefecture,Japan,80.0,33.333333333333336
Kayseri, Kayseri Province,Turkey,25.0,62.5
Recife, Pernambuco,Brazil,49.16666666666666,77.41935483870968
Manchester, New Hampshire,United States of America,76.92307692307692,38.88888888888889
Amritsar, Punjab,India,21.568627450980397,76.70454545454545
Oak Ridge, Tennessee,United States of America,87.5,50.0
Strumica, Strumica Municipality,North Macedonia,68.75,28.125
San Luis Obispo, California,United States of America,92.5,45.83333333333333
Cambridge, Massachusetts,United States of America,91.66666666666669,21.875
West Hartford, Connecticut,United States of America,91.66666666666669,6.25
New Haven, Connecticut,United States of America,81.81818181818181,37.5
New Bedford, Massachusetts,United States of America,25.0,75.0
Stamford, Connecticut,United States of America,50.0,54.16666666666666
Bridgeport, Connecticut,United States of America,79.16666666666667,66.66666666666666
Waterbury, Connecticut,United States of America,80.0,0.0
Worcester, Massachusetts,United States of America,91.66666666666669,75.0
Pittsfield, Massachusetts,United States of America,89.28571428571428,100.0
Fall River, Massachusetts,United States of America,100.0,50.0
Newton, Massachusetts,United States of America,75.0,50.0
Danbury, Connecticut,United States of America,75.0,0.0
Somerville, Massachusetts,United States of America,100.0,12.5
Portland, Maine,United States of America,82.14285714285714,42.85714285714286
Rochester, New York,United States of America,64.70588235294117,47.91666666666667
Irvine, California,United States of America,63.1578947368421,33.333333333333336
Fremont, California,United States of America,79.16666666666667,15.000000000000002
Scottsdale, Arizona,United States of America,68.75,28.846153846153843
Reno, Nevada,United States of America,70.93023255813954,28.846153846153843
Winston-Salem, North Carolina,United States of America,94.44444444444444,4.999999999999999
Durham, North Carolina,United States of America,75.0,39.58333333333333
Norfolk, Virginia,United States of America,100.0,75.0
Orlando, Florida,United States of America,75.73529411764706,48.38709677419355
Greensboro, North Carolina,United States of America,76.66666666666666,31.818181818181817
Toledo, Ohio,United States of America,75.0,75.0
Stockton, California,United States of America,44.230769230769226,71.875
Lexington, Kentucky,United States of America,89.28571428571428,40.0
Corpus Christi, Texas,United States of America,70.0,68.18181818181819
Riverside, California,United States of America,45.83333333333333,53.333333333333336
Santa Ana, California,United States of America,50.0,55.00000000000001
Aurora, Colorado,United States of America,45.83333333333333,33.333333333333336
Anaheim, California,United States of America,55.76923076923077,33.333333333333336
Tampa, Florida,United States of America,79.7872340425532,45.93023255813954
Bakersfield, California,United States of America,16.666666666666668,68.4782608695652
Colorado Springs, Colorado,United States of America,79.41176470588236,38.39285714285714
Virginia Beach, Virginia,United States of America,85.52631578947368,36.66666666666667
Mesa, Arizona,United States of America,68.75,31.25
Wichita, Kansas,United States of America,86.36363636363636,33.82352941176471
Henderson, Nevada,United States of America,67.85714285714286,35.0
Fort Wayne, Indiana,United States of America,66.66666666666666,43.75
Chula Vista, California,United States of America,37.5,75.0
Chandler, Arizona,United States of America,65.0,45.0
Lubbock, Texas,United States of America,69.64285714285714,34.09090909090909
Garland, Texas,United States of America,75.0,50.0
Balzers, ,Liechtenstein,75.0,0.0
Garden Grove, California,United States of America,75.0,0.0
Mississauga, Ontario,Canada,81.69642857142857,32.69230769230769
Demmin, Mecklenburg-Western Pomerania,Germany,100.0,50.0
Osorno, Los Lagos Region,Chile,25.0,62.5
Ovalle, Coquimbo Region,Chile,100.0,25.0
Cali, Valle del Cauca Department,Colombia,67.04545454545455,42.1875
Pereira, Risaralda Department,Colombia,25.0,75.0
Gniezno, Greater Poland Voivodeship,Poland,50.0,0.0
Puente Alto, Santiago Metropolitan Region,Chile,0.0,50.0
Punta Arenas, Magellan and the Chilean Antarctic Region,Chile,94.44444444444444,45.0
Gilbert, Arizona,United States of America,75.0,0.0
Tempe, Arizona,United States of America,68.18181818181819,46.42857142857143
Peoria, Arizona,United States of America,65.0,15.000000000000002
Surprise, Arizona,United States of America,100.0,0.0
Plano, Texas,United States of America,78.57142857142857,32.14285714285714
Irving, Texas,United States of America,62.5,37.5
Amarillo, Texas,United States of America,53.125,53.125
Brownsville, Texas,United States of America,57.14285714285714,68.75
Mesquite, Texas,United States of America,50.0,75.0
McKinney, Texas,United States of America,87.5,18.75
McAllen, Texas,United States of America,87.5,35.714285714285715
Chiang Mai, Chiang Mai,Thailand,19.27710843373494,59.45945945945946
Kolomyia, Ivano-Frankivsk Oblast,Ukraine,75.0,0.0
Orem, Utah,United States of America,65.625,33.333333333333336
Ogden, Utah,United States of America,80.55555555555556,0.0
Rosario, Santa Fe Province,Argentina,71.42857142857143,57.14285714285714
Mar del Plata, Buenos Aires Province,Argentina,82.14285714285714,35.714285714285715
Kalisz, Greater Poland Voivodeship,Poland,50.0,50.0
Konin, Greater Poland Voivodeship,Poland,25.0,25.0
Leszno, Greater Poland Voivodeship,Poland,75.0,50.0
Faenza, Emilia-Romagna,Italy,75.0,50.0
Richmond Hill, Ontario,Canada,89.28571428571428,8.333333333333332
Newmarket, Ontario,Canada,100.0,0.0
Saltillo, Coahuila,Mexico,68.33333333333333,42.85714285714286
Bahia Blanca, Buenos Aires Province,Argentina,58.333333333333336,58.333333333333336
Haverhill, Massachusetts,United States of America,100.0,50.0
Beverly, Massachusetts,United States of America,100.0,0.0
Medford, Massachusetts,United States of America,100.0,0.0
Woburn, Massachusetts,United States of America,87.5,50.0
Norwalk, Connecticut,United States of America,75.0,30.0
East Providence, Rhode Island,United States of America,100.0,50.0
Woonsocket, Rhode Island,United States of America,80.0,100.0
Nykoping, Sodermanland County,Sweden,100.0,50.0
Kumanovo, Kumanovo Municipality,North Macedonia,16.666666666666668,91.66666666666669
Visby, Gotland County,Sweden,75.0,0.0
Valencia, Carabobo,Venezuela,39.285714285714285,96.42857142857144
Cuenca, Azuay Province,Ecuador,45.39473684210527,28.676470588235293
Fuenlabrada, Community of Madrid,Spain,87.5,100.0
Harrow, England,United Kingdom,75.0,58.333333333333336
Cabanatuan, ,Philippines,33.333333333333336,50.0
Novi Sad, ,Serbia,59.2391304347826,47.159090909090914
San Fernando, ,Philippines,0.0,100.0
Angeles, ,Philippines,32.8125,79.6875
Punta del Este, Maldonado Department,Uruguay,81.25,50.0
San Bernardo, Santiago Metropolitan Region,Chile,10.88709677419355,88.72282608695652
Olongapo, ,Philippines,64.28571428571428,79.16666666666667
Newcastle, New South Wales,Australia,78.0,39.285714285714285
Venice, Florida,United States of America,91.66666666666669,16.666666666666668
Xuzhou, Jiangsu,People's Republic of China,12.5,75.0
Lianyungang, Jiangsu,People's Republic of China,0.0,50.0
Suqian, Jiangsu,People's Republic of China,0.0,50.0
Huai'an, Jiangsu,People's Republic of China,15.000000000000002,25.0
Yancheng, Jiangsu,People's Republic of China,0.0,50.0
Yangzhou, Jiangsu,People's Republic of China,0.0,50.0
Taizhou, Jiangsu,People's Republic of China,0.0,50.0
Annaberg-Buchholz, Saxony,Germany,87.5,50.0
Nantong, Jiangsu,People's Republic of China,7.142857142857145,58.333333333333336
Zhenjiang, Jiangsu,People's Republic of China,12.5,62.5
Changzhou, Jiangsu,People's Republic of China,4.166666666666669,62.5
Jiaxing, Zhejiang,People's Republic of China,0.0,50.0
Jinhua, Zhejiang,People's Republic of China,0.0,50.0
Quzhou, Zhejiang,People's Republic of China,0.0,50.0
Lishui, Zhejiang,People's Republic of China,0.0,50.0
Zhoushan, Zhejiang,People's Republic of China,12.5,50.0
Banff, Alberta,Canada,100.0,0.0
Shijiazhuang, Hebei,People's Republic of China,0.0,100.0
Tangshan, Hebei,People's Republic of China,0.0,50.0
Qinhuangdao, Hebei,People's Republic of China,0.0,50.0
Xingtai, Hebei,People's Republic of China,0.0,50.0
Baoding, Hebei,People's Republic of China,35.714285714285715,33.333333333333336
Zhangjiakou, Hebei,People's Republic of China,0.0,50.0
Chengde, Hebei,People's Republic of China,0.0,50.0
Cangzhou, Hebei,People's Republic of China,0.0,25.0
Langfang, Hebei,People's Republic of China,0.0,50.0
Hengshui, Hebei,People's Republic of China,0.0,50.0
Doncaster, England,United Kingdom,15.000000000000002,45.83333333333333
Kakinada, Andhra Pradesh,India,62.5,37.5
Zhuhai, Guangdong,People's Republic of China,41.66666666666667,65.0
Shantou, Guangdong,People's Republic of China,25.0,50.0
Narvik, Nordland,Norway,90.0,100.0
Shaoguan, Guangdong,People's Republic of China,25.0,50.0
Jiangmen, Guangdong,People's Republic of China,12.5,50.0
Zhanjiang, Guangdong,People's Republic of China,35.0,50.0
Zhaoqing, Guangdong,People's Republic of China,12.5,50.0
Mo i Rana, Nordland,Norway,80.0,0.0
Huizhou, Guangdong,People's Republic of China,25.0,50.0
Meizhou, Guangdong,People's Republic of China,25.0,50.0
Shanwei, Guangdong,People's Republic of China,30.0,50.0
Heyuan, Guangdong,People's Republic of China,40.0,0.0
Yangjiang, Guangdong,People's Republic of China,20.0,100.0
Dongguan, Guangdong,People's Republic of China,35.0,50.0
Zhongshan, Guangdong,People's Republic of China,29.166666666666664,87.5
Chaozhou, Guangdong,People's Republic of China,25.0,50.0
Yunfu, Guangdong,People's Republic of China,25.0,50.0
Uzice, Zlatibor District,Serbia,25.0,75.0
Columbia, Missouri,United States of America,96.42857142857144,25.0
Swakopmund, Erongo Region,Namibia,50.0,50.0
Bejaia, Bejaia Province,Algeria,58.333333333333336,50.0
Zalaegerszeg, Zala County,Hungary,0.0,100.0
Napa, California,United States of America,92.85714285714286,37.5
Ashkelon, Southern District,Israel,4.999999999999999,100.0
Malacca, Melaka,Malaysia,75.0,25.0
George Town, ,Malaysia,50.0,58.333333333333336
Campeche, Campeche,Mexico,80.0,68.75
Chihuahua City, Chihuahua,Mexico,81.25,47.91666666666667
Colima, Colima,Mexico,75.0,37.5
Latur, Maharashtra,India,83.33333333333333,58.333333333333336
Brandon, Manitoba,Canada,85.0,40.0
Nellore, Andhra Pradesh,India,31.48148148148148,66.66666666666666
Navi Mumbai, Maharashtra,India,40.21739130434783,55.27522935779816
Jonesboro, Arkansas,United States of America,50.0,50.0
Semey, East Kazakhstan Region,Kazakhstan,25.0,75.0
Taicang, Jiangsu,People's Republic of China,0.0,100.0
Vanadzor, Lori Region,Armenia,25.0,50.0
General Trias, ,Philippines,25.0,25.0
Magallanes, ,Philippines,50.0,50.0
Barranquilla, Atlantico Department,Colombia,52.77777777777778,50.0
Koszalin, West Pomeranian Voivodeship,Poland,55.00000000000001,50.0
Abadan, Khuzestan Province,Iran,0.0,50.0
Bacoor, ,Philippines,33.333333333333336,71.42857142857143
Dasmarinas, ,Philippines,28.57142857142857,79.6875
Imus, ,Philippines,25.0,60.0
Tagaytay, ,Philippines,86.11111111111111,37.5
Vernier, Canton of Geneva,Switzerland,12.5,75.0
Baden, Canton Aargau,Switzerland,75.0,20.0
Nyon, Canton of Vaud,Switzerland,100.0,0.0
Lancy, Canton of Geneva,Switzerland,75.0,0.0
Dubendorf, Canton of Zurich,Switzerland,100.0,50.0
Baar, Canton of Zug,Switzerland,75.0,50.0
High Wycombe, England,United Kingdom,62.5,50.0
Glogow, Lower Silesian Voivodeship,Poland,50.0,50.0
Jaipur, Rajasthan,India,43.67469879518072,63.55263157894737
Kanpur, Uttar Pradesh,India,16.40625,76.66666666666666
Indore, Madhya Pradesh,India,45.0,70.56451612903226
Davos, Grisons,Switzerland,100.0,50.0
La Chaux-de-Fonds, Canton of Neuchatel,Switzerland,75.0,0.0
Olten, Canton of Solothurn,Switzerland,80.0,100.0
Sion, Canton of Valais,Switzerland,80.0,6.25
Zug, Canton of Zug,Switzerland,91.66666666666669,8.333333333333332
Vevey, Canton of Vaud,Switzerland,100.0,0.0
Nanping, Fujian,People's Republic of China,37.5,50.0
Putian, Fujian,People's Republic of China,35.0,50.0
Sanming, Fujian,People's Republic of China,25.0,50.0
Quanzhou, Fujian,People's Republic of China,25.0,75.0
Xiamen, Fujian,People's Republic of China,61.11111111111112,48.21428571428572
Zhangzhou, Fujian,People's Republic of China,0.0,50.0
Longyan, Fujian,People's Republic of China,25.0,50.0
Ningde, Fujian,People's Republic of China,25.0,50.0
Solothurn, Canton of Solothurn,Switzerland,100.0,50.0
Chur, Grisons,Switzerland,100.0,0.0
Xining, Qinghai,People's Republic of China,4.999999999999999,75.0
Cham, Canton of Zug,Switzerland,100.0,0.0
Neuchatel, Canton of Neuchatel,Switzerland,92.85714285714286,0.0
Montreux, Canton of Vaud,Switzerland,62.5,50.0
Langenthal, Canton of Bern,Switzerland,100.0,0.0
Shiyan, Hubei,People's Republic of China,0.0,50.0
Jingzhou, Hubei,People's Republic of China,0.0,50.0
Yichang, Hubei,People's Republic of China,0.0,50.0
Xiangyang, Hubei,People's Republic of China,15.000000000000002,50.0
Huanggang, Hubei,People's Republic of China,0.0,100.0
Portsmouth, England,United Kingdom,60.0,40.0
Kurchatov, Kursk Oblast,Russia,75.0,75.0
Taiyuan, Shanxi,People's Republic of China,0.0,100.0
Datong, Shanxi,People's Republic of China,12.5,50.0
Yangquan, Shanxi,People's Republic of China,0.0,50.0
Changzhi, Shanxi,People's Republic of China,0.0,50.0
Jincheng, Shanxi,People's Republic of China,0.0,50.0
Jinzhong, Shanxi,People's Republic of China,0.0,50.0
Xinzhou, Shanxi,People's Republic of China,0.0,50.0
Linfen, Shanxi,People's Republic of China,22.22222222222222,55.00000000000001
Dalian, Liaoning,People's Republic of China,26.785714285714285,50.0
Fushun, Liaoning,People's Republic of China,0.0,50.0
Benxi, Liaoning,People's Republic of China,0.0,50.0
Dandong, Liaoning,People's Republic of China,16.666666666666668,37.5
Yingkou, Liaoning,People's Republic of China,0.0,50.0
Panjin, Liaoning,People's Republic of China,0.0,50.0
Tieling, Liaoning,People's Republic of China,0.0,50.0
Huludao, Liaoning,People's Republic of China,0.0,50.0
San Pedro, ,Philippines,25.0,0.0
Calamba, ,Philippines,58.333333333333336,77.77777777777779
Santa Rosa, ,Philippines,50.0,62.5
Dzerzhinsk, Nizhny Novgorod Oblast,Russia,100.0,50.0
Marion, Arkansas,United States of America,0.0,75.0
Kluczbork, Opole Voivodeship,Poland,50.0,50.0
Cabot, Arkansas,United States of America,75.0,25.0
Russellville, Arkansas,United States of America,93.75,50.0
Bullhead City, Arizona,United States of America,100.0,50.0
Texarkana, Arkansas,United States of America,87.5,50.0
Rogers, Arkansas,United States of America,87.5,12.5
Dothan, Alabama,United States of America,100.0,62.5
Fort Smith, Arkansas,United States of America,95.0,25.0
Tuscaloosa, Alabama,United States of America,86.11111111111111,40.0
Fairbanks, Alaska,United States of America,68.18181818181819,9.999999999999998
Van Buren, Arkansas,United States of America,100.0,50.0
Kingman, Arizona,United States of America,100.0,75.0
Florence, Alabama,United States of America,100.0,50.0
Mulhouse, ,France,87.5,25.0
Yuma, Arizona,United States of America,77.77777777777779,45.0
Flagstaff, Arizona,United States of America,100.0,18.75
Southampton, England,United Kingdom,67.3076923076923,46.875
Palmer, Alaska,United States of America,95.0,0.0
Konya, Konya Province,Turkey,18.181818181818183,45.0
Huntsville, Alabama,United States of America,95.0,25.0
Mobile, Alabama,United States of America,75.0,57.14285714285714
Maricopa, Arizona,United States of America,100.0,50.0
Murfreesboro, Arkansas,United States of America,87.5,37.5
Debrecen, Hajdu-Bihar County,Hungary,56.57894736842105,20.83333333333333
Sierra Vista, Arizona,United States of America,75.0,30.0
Seward, Alaska,United States of America,100.0,0.0
Hot Springs, Arkansas,United States of America,100.0,0.0
Prescott, Arizona,United States of America,96.42857142857144,25.0
Wasilla, Alaska,United States of America,96.42857142857144,33.333333333333336
Varanasi, Uttar Pradesh,India,19.33962264150944,70.91836734693877
Kodiak, Alaska,United States of America,100.0,25.0
Christchurch, Canterbury Region,New Zealand,80.11363636363636,33.75
Daugavpils, ,Latvia,50.0,37.5
Tabriz, East Azerbaijan Province,Iran,30.26315789473684,47.72727272727273
Patna, Bihar,India,14.492753623188404,68.25396825396825
Shreveport, Louisiana,United States of America,78.125,91.66666666666669
Antakya, Hatay Province,Turkey,87.5,50.0
Bhopal, Madhya Pradesh,India,48.92857142857142,67.3076923076923
Monterrey, Nuevo Leon,Mexico,23.79310344827586,50.0
Charleroi, Wallonia,Belgium,50.0,60.0
Olomouc, ,Czech Republic,66.66666666666666,20.0
Acapulco, Guerrero,Mexico,36.36363636363637,77.27272727272727
Szeged, Csongrad-Csanad County,Hungary,69.44444444444444,25.0
Giza, Giza Governorate,Egypt,8.333333333333332,79.16666666666667
Gresham, Oregon,United States of America,100.0,0.0
Beaverton, Oregon,United States of America,81.25,6.25
Santos, Sao Paulo,Brazil,65.625,18.75
Temuco, Araucania Region,Chile,18.75,37.5
La Rochelle, ,France,90.0,0.0
Olsztyn, Warmian-Masurian Voivodeship,Poland,42.70833333333333,43.75
Van, Van Province,Turkey,0.0,50.0
Leicester, England,United Kingdom,70.3125,27.083333333333336
Goiania, Goias,Brazil,68.75,39.58333333333333
Durres, Durres County,Albania,37.5,62.5
Mosul, ,Iraq,0.0,75.0
Sibiu, Sibiu County,Romania,77.63157894736842,21.666666666666668
Diyarbakir, Diyarbakir Province,Turkey,18.75,0.0
Mons, Wallonia,Belgium,80.0,50.0
Shimla, ,India,63.95348837209303,62.5
Savannah, Georgia,United States of America,64.0625,52.083333333333336
Saue, Harju County,Estonia,100.0,0.0
Changchun, Jilin,People's Republic of China,16.666666666666668,56.81818181818181
Opole, Opole Voivodeship,Poland,37.5,45.45454545454545
Liaoyuan, Jilin,People's Republic of China,12.5,50.0
Baishan, Jilin,People's Republic of China,0.0,50.0
Baicheng, Jilin,People's Republic of China,0.0,50.0
London, Ontario,Canada,69.82758620689656,51.0
Sopot, Pomeranian Voivodeship,Poland,45.45454545454545,53.57142857142857
Rawalpindi, Punjab,Pakistan,33.333333333333336,79.34782608695652
Chrzanow, Lesser Poland Voivodeship,Poland,37.5,50.0
Gaziantep, Gaziantep Province,Turkey,25.0,37.5
Sugar Land, Texas,United States of America,87.5,37.5
Mostar, Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,93.1818181818182,35.0
Oradea, ,Romania,65.47619047619048,26.666666666666668
Novokuznetsk, Kemerovo Oblast,Russia,0.0,45.0
Greeley, Colorado,United States of America,95.0,0.0
Waukesha, Wisconsin,United States of America,87.5,50.0
Appleton, Wisconsin,United States of America,89.28571428571428,25.0
Magnitogorsk, Chelyabinsk Oblast,Russia,0.0,72.72727272727273
Nizhny Tagil, Sverdlovsk Oblast,Russia,0.0,100.0
Volzhsky, ,Russia,0.0,75.0
Ourense, Galicia,Spain,100.0,33.333333333333336
Ibb, Ibb Governorate,Yemen,100.0,75.0
Cluj-Napoca, Cluj County,Romania,57.11206896551724,33.409090909090914
Newport, Wales,United Kingdom,82.14285714285714,58.333333333333336
Narva, Ida-Viru County,Estonia,75.0,66.66666666666666
Kielce, Swietokrzyskie Voivodeship,Poland,50.0,50.0
Bytom, Silesian Voivodeship,Poland,35.0,75.0
Parnu, Parnu County,Estonia,75.0,25.0
Miskolc, Borsod-Abauj-Zemplen County,Hungary,44.44444444444444,15.000000000000002
Corinth, Peloponnese Region,Greece,87.5,50.0
Czestochowa, Silesian Voivodeship,Poland,45.83333333333333,12.5
Rovaniemi, ,Finland,100.0,15.000000000000002
Zabrze, Silesian Voivodeship,Poland,15.625,37.5
Ventspils, ,Latvia,92.85714285714286,8.333333333333332
Lucena, ,Philippines,54.16666666666666,69.23076923076923
